"sample","mother","history","ramp","time","fvfm","C.SH","D.SH","tot.SH"
"8_11","8","B*","heat",14,"0.493",NA,NA,NA
"8_11","8","B*","heat",21,"0.461",NA,NA,NA
"8_11","8","B*","heat",28,"0.405",NA,NA,NA
"8_11","8","B*","heat",35,"0.164",NA,NA,NA
"8_11","8","B*","heat",42,"0.108",1.78723e-05,0.03334575,0.0333636223
"8_13","8","D'","heat",0,"0.516",0.000451304,0.188617333,0.189068637
"8_13","8","D'","heat",7,"0.532",NA,NA,NA
"8_13","8","D'","heat",14,"0.489",NA,NA,NA
"8_13","8","D'","heat",21,"0.451",NA,NA,NA
"8_13","8","D'","heat",28,"0.417",3.25938e-05,1.752446851,1.7524794448
"8_13","8","D'","heat",35,"0.145",NA,NA,NA
"8_13","8","D'","heat",42,"0",6.24894e-06,0.011856026,0.01186227494
"8_14","8","F'","heat",0,"0.498",0.08506883,7.514887923,7.599956753
"8_14","8","F'","heat",7,"0.513",NA,NA,NA
"8_14","8","F'","heat",14,"0.511",NA,NA,NA
"8_14","8","F'","heat",21,"0.47",NA,NA,NA
"8_14","8","F'","heat",28,"0.354",0,4.117949333,4.117949333
"8_14","8","F'","heat",35,"0.109",NA,NA,NA
"8_14","8","F'","heat",42,"0.176",NA,NA,NA
"8_16","8","F*","heat",0,"0.53",0.000711614,2.75027944,2.750991054
"8_16","8","F*","heat",7,"0.512",NA,NA,NA
"8_16","8","F*","heat",14,"0.517",NA,NA,NA
"8_16","8","F*","heat",21,"0.446",NA,NA,NA
"8_16","8","F*","heat",28,"0.283",NA,NA,NA
"8_16","8","F*","heat",35,"0.2",NA,NA,NA
"8_16","8","F*","heat",42,"0.274",1.24961e-05,0.030959422,0.0309719181
"8_19","8","A'","cool",0,"0.541",0.378175975,0,0.378175975
"8_19","8","A'","cool",7,"0.533",NA,NA,NA
"8_19","8","A'","cool",14,"0.52",NA,NA,NA
"8_19","8","A'","cool",21,"0.468",NA,NA,NA
"8_19","8","A'","cool",28,"0.437",0.081239451,0,0.081239451
"8_19","8","A'","cool",35,"0.444",NA,NA,NA
"8_19","8","A'","cool",42,"0.461",0.324327738,0,0.324327738
"8_19","8","A'","cool",49,"0.346",NA,NA,NA
"8_19","8","A'","cool",56,"0.19",NA,NA,NA
"8_19","8","A'","cool",63,"0.153",0.021695521,0,0.021695521
"8_20","8","24A'","heat",0,"0.553",0.474973946,0,0.474973946
"8_20","8","24A'","heat",7,"0.508",NA,NA,NA
"8_20","8","24A'","heat",14,"0.463",NA,NA,NA
"8_20","8","24A'","heat",21,"0.365",NA,NA,NA
"8_20","8","24A'","heat",28,NA,0.000395235,0,0.000395235
"8_20","8","24A'","heat",35,"0.28",NA,NA,NA
"8_20","8","24A'","heat",42,"0",2.27389e-05,0,2.27389e-05
"8_22","8","C*","cool",0,"0.494",0.000227093,0.154755668,0.154982761
"8_22","8","C*","cool",7,"0.466",NA,NA,NA
"8_22","8","C*","cool",14,"0.46",NA,NA,NA
"8_22","8","C*","cool",21,"0.383",NA,NA,NA
"8_22","8","C*","cool",28,"0.377",0.001007346,0.752005639,0.753012985
"8_22","8","C*","cool",35,"0.384",NA,NA,NA
"8_22","8","C*","cool",42,"0.315",0.001929319,1.426247983,1.428177302
"8_22","8","C*","cool",49,"0.297",NA,NA,NA
"8_22","8","C*","cool",56,"0.235",NA,NA,NA
"8_22","8","C*","cool",63,"0.159",NA,NA,NA
"8_24","8","24A'","heat",0,"0.543",0.032166973,0,0.032166973
"8_24","8","24A'","heat",7,"0.5",NA,NA,NA
"8_24","8","24A'","heat",14,"0.433",NA,NA,NA
"8_24","8","24A'","heat",21,"0.314",NA,NA,NA
"8_24","8","24A'","heat",28,"0.346",0.000254672,0,0.000254672
"8_24","8","24A'","heat",35,"0.25",NA,NA,NA
"8_24","8","24A'","heat",42,"0.212",0,0,0
"8_25","8","A*","cool",0,"0.535",NA,NA,NA
"8_25","8","A*","cool",7,"0.533",NA,NA,NA
"8_25","8","A*","cool",14,"0.544",NA,NA,NA
"8_25","8","A*","cool",21,"0.518",NA,NA,NA
"8_25","8","A*","cool",28,"0.482",0.071625254,0.102498332,0.174123586
"8_25","8","A*","cool",35,"0.448",NA,NA,NA
"8_25","8","A*","cool",42,"0.439",0.032300167,0.042741969,0.075042136
"8_25","8","A*","cool",49,"0.35",NA,NA,NA
"8_25","8","A*","cool",56,"0.244",NA,NA,NA
"8_25","8","A*","cool",63,"0.154",NA,NA,NA
"8_26","8","24A'","heat",0,"0.546",0.127234776,0,0.127234776
"8_26","8","24A'","heat",7,"0.499",NA,NA,NA
"8_26","8","24A'","heat",14,"0.453",NA,NA,NA
"8_26","8","24A'","heat",21,"0.293",NA,NA,NA
"8_26","8","24A'","heat",28,"0.439",1.08278e-05,0,1.08278e-05
"8_26","8","24A'","heat",35,"0.281",NA,NA,NA
"8_26","8","24A'","heat",42,"0",NA,NA,NA
"8_28","8","A*","cool",0,"0.491",0.008177545,0.13154533,0.139722875
"8_28","8","A*","cool",7,"0.498",NA,NA,NA
"8_28","8","A*","cool",14,"0.473",NA,NA,NA
"8_28","8","A*","cool",21,"0.435",NA,NA,NA
"8_28","8","A*","cool",28,"0.41",0.013910371,0.154854725,0.168765096
"8_28","8","A*","cool",35,"0.455",NA,NA,NA
"8_28","8","A*","cool",42,"0.372",0.034542579,0.098820435,0.133363014
"8_28","8","A*","cool",49,"0.316",NA,NA,NA
"8_28","8","A*","cool",56,"0.2",NA,NA,NA
"8_28","8","A*","cool",63,"0.173",0.107284186,2.274394751,2.381678937
"8_29","8","B'","heat",0,"0.558",0.324469482,0.001281421,0.325750903
"8_29","8","B'","heat",7,"0.522",NA,NA,NA
"8_29","8","B'","heat",14,"0.503",NA,NA,NA
"8_29","8","B'","heat",21,"0.438",NA,NA,NA
"8_29","8","B'","heat",28,"0.348",3.27629e-05,0.007117202,0.0071499649
"8_29","8","B'","heat",35,"0.299",NA,NA,NA
"8_29","8","B'","heat",42,"0",0,0,0
"8_30","8","24A'","heat",0,"0.54",0.150596136,0,0.150596136
"8_30","8","24A'","heat",7,"0.505",NA,NA,NA
"8_30","8","24A'","heat",14,"0.435",NA,NA,NA
"8_30","8","24A'","heat",21,"0.422",NA,NA,NA
"8_30","8","24A'","heat",28,"0.245",1.5484e-05,0,1.5484e-05
"8_30","8","24A'","heat",35,"0.246",NA,NA,NA
"8_30","8","24A'","heat",42,"0.119",0,0,0
"8_31","8","D*","heat",0,"0.509",NA,NA,NA
"8_31","8","D*","heat",7,"0.519",NA,NA,NA
"8_31","8","D*","heat",14,"0.483",NA,NA,NA
"8_31","8","D*","heat",21,"0.441",NA,NA,NA
"8_31","8","D*","heat",28,"0.327",8.26954e-06,2.06188394,2.06189220954
"8_31","8","D*","heat",35,"0.177",NA,NA,NA
"8_31","8","D*","heat",42,"0",1.03406e-05,0.010853383,0.0108637236
"8_4","8","24A'","heat",0,"0.54",1.337923016,0,1.337923016
"8_4","8","24A'","heat",7,"0.502",NA,NA,NA
"8_4","8","24A'","heat",14,"0.452",NA,NA,NA
"8_4","8","24A'","heat",21,"0.359",NA,NA,NA
"8_4","8","24A'","heat",28,NA,0.000592743,0.000480767,0.00107351
"8_4","8","24A'","heat",35,"0.324",NA,NA,NA
"8_4","8","24A'","heat",42,"0",NA,NA,NA
"8_5","8","B'","heat",0,"0.527",0.039617407,0.003139798,0.042757205
"8_5","8","B'","heat",7,"0.554",NA,NA,NA
"8_5","8","B'","heat",14,"0.533",NA,NA,NA
"8_5","8","B'","heat",21,"0.408",NA,NA,NA
"8_5","8","B'","heat",28,"0.384",0,0.000573786,0.000573786
"8_5","8","B'","heat",35,"0.357",NA,NA,NA
"8_5","8","B'","heat",42,"0",0,0,0
"8_7","8","B*","heat",0,"0.496",0.000520806,0.345987689,0.346508495
"8_7","8","B*","heat",7,"0.514",NA,NA,NA
"8_7","8","B*","heat",14,"0.507",NA,NA,NA
"8_7","8","B*","heat",21,"0.452",NA,NA,NA
"8_7","8","B*","heat",28,"0.366",0,0.256652501,0.256652501
"8_7","8","B*","heat",35,"0.104",NA,NA,NA
"8_7","8","B*","heat",42,"0",0,2.182359112,2.182359112
"8_8","8","E'","cool",0,"0.556",0.231136005,0.005750906,0.236886911
"8_8","8","E'","cool",7,"0.519",NA,NA,NA
"8_8","8","E'","cool",14,"0.545",NA,NA,NA
"8_8","8","E'","cool",21,"0.514",NA,NA,NA
"8_8","8","E'","cool",28,"0.471",0.445801509,0.005349517,0.451151026
"8_8","8","E'","cool",35,"0.487",NA,NA,NA
"8_8","8","E'","cool",42,"0.453",0.064467152,0.000828959,0.065296111
"8_8","8","E'","cool",49,"0.346",NA,NA,NA
"8_8","8","E'","cool",56,"0.198",NA,NA,NA
"8_8","8","E'","cool",63,"0.214",0.055986898,0.004009358,0.059996256
"8_9","8","F*","heat",0,"0.497",0.003144732,0.748971492,0.752116224
"8_9","8","F*","heat",7,"0.519",NA,NA,NA
"8_9","8","F*","heat",14,"0.465",NA,NA,NA
"8_9","8","F*","heat",21,"0.438",NA,NA,NA
"8_9","8","F*","heat",28,"0.322",0,0.680116608,0.680116608
"8_9","8","F*","heat",35,"0.209",NA,NA,NA
"8_9","8","F*","heat",42,"0",0,0.025633342,0.025633342
"9_10","9","B'","heat",0,"0.5",0.364150113,0.042195472,0.406345585
"9_10","9","B'","heat",7,"0.516",NA,NA,NA
"9_10","9","B'","heat",14,"0.474",NA,NA,NA
"9_10","9","B'","heat",21,"0.433",NA,NA,NA
"9_10","9","B'","heat",28,"0.267",NA,NA,NA
"9_10","9","B'","heat",35,"0.278",NA,NA,NA
"9_10","9","B'","heat",42,"0",0,0,0
"9_12","9","A'","cool",0,"0.53",0.07284317,0,0.07284317
"9_12","9","A'","cool",7,"0.522",NA,NA,NA
"9_12","9","A'","cool",14,"0.47",NA,NA,NA
"9_12","9","A'","cool",21,"0.467",NA,NA,NA
"9_12","9","A'","cool",28,"0.434",0.106615035,0,0.106615035
"9_12","9","A'","cool",35,"0.464",NA,NA,NA
"9_12","9","A'","cool",42,"0.464",0.075739315,0,0.075739315
"9_12","9","A'","cool",49,"0.392",NA,NA,NA
"9_12","9","A'","cool",56,"0.208",NA,NA,NA
"9_12","9","A'","cool",63,"0.195",0.000312967,0,0.000312967
"9_13","9","B'","heat",0,"0.499",0.035393171,0.01740076,0.052793931
"9_13","9","B'","heat",7,"0.504",NA,NA,NA
"9_13","9","B'","heat",14,"0.466",NA,NA,NA
"9_13","9","B'","heat",21,"0.37",NA,NA,NA
"9_13","9","B'","heat",28,"0.295",1.32388e-06,0.004063318,0.00406464188
"9_13","9","B'","heat",35,"0.196",NA,NA,NA
"9_13","9","B'","heat",42,"0",0,0,0
"9_15","9","C'","cool",0,"0.496",0.006426178,0.666639485,0.673065663
"9_15","9","C'","cool",7,"0.426",NA,NA,NA
"9_15","9","C'","cool",14,"0.389",NA,NA,NA
"9_15","9","C'","cool",21,"0.382",NA,NA,NA
"9_15","9","C'","cool",28,"0.323",0.025417318,4.073846661,4.099263979
"9_15","9","C'","cool",35,"0.354",NA,NA,NA
"9_15","9","C'","cool",42,"0.331",0.001733497,0.19192174,0.193655237
"9_15","9","C'","cool",49,"0.243",NA,NA,NA
"9_15","9","C'","cool",56,"0.336",NA,NA,NA
"9_15","9","C'","cool",63,"0.284",NA,NA,NA
"9_16","9","E'","cool",0,"0.545",0.142819543,0.025619316,0.168438859
"9_16","9","E'","cool",7,"0.499",NA,NA,NA
"9_16","9","E'","cool",14,"0.518",NA,NA,NA
"9_16","9","E'","cool",21,"0.475",NA,NA,NA
"9_16","9","E'","cool",28,"0.406",0.179404348,0.001353808,0.180758156
"9_16","9","E'","cool",35,"0.446",NA,NA,NA
"9_16","9","E'","cool",42,"0.419",NA,NA,NA
"9_16","9","E'","cool",49,"0.308",NA,NA,NA
"9_16","9","E'","cool",56,"0.244",NA,NA,NA
"9_16","9","E'","cool",63,"0.278",NA,NA,NA
"9_17","9","C*","cool",0,"0.493",2.37467e-05,2.384523343,2.3845470897
"9_17","9","C*","cool",7,"0.461",NA,NA,NA
"9_17","9","C*","cool",14,"0.447",NA,NA,NA
"9_17","9","C*","cool",21,"0.389",NA,NA,NA
"9_17","9","C*","cool",28,"0.351",1.69673e-05,0.281327055,0.2813440223
"9_17","9","C*","cool",35,"0.368",NA,NA,NA
"9_17","9","C*","cool",42,"0.345",0.000374913,0.354263343,0.354638256
"9_17","9","C*","cool",49,"0.253",NA,NA,NA
"9_17","9","C*","cool",56,"0.234",NA,NA,NA
"9_17","9","C*","cool",63,"0.146",NA,NA,NA
"9_2","9","C*","cool",0,"0.504",NA,NA,NA
"9_2","9","C*","cool",7,"0.468",NA,NA,NA
"9_2","9","C*","cool",14,"0.453",NA,NA,NA
"9_2","9","C*","cool",21,"0.407",NA,NA,NA
"9_2","9","C*","cool",28,"0.35",0.000151871,0.324722222,0.324874093
"9_2","9","C*","cool",35,"0.374",NA,NA,NA
"9_2","9","C*","cool",42,"0.357",0,0.200307851,0.200307851
"9_2","9","C*","cool",49,"0.259",NA,NA,NA
"9_2","9","C*","cool",56,"0.238",NA,NA,NA
"9_2","9","C*","cool",63,"0.142",6.33633e-05,0.04108876,0.0411521233
"9_21","9","F*","heat",0,"0.498",0,0.407471947,0.407471947
"9_21","9","F*","heat",7,"0.535",NA,NA,NA
"9_21","9","F*","heat",14,"0.458",NA,NA,NA
"9_21","9","F*","heat",21,"0.433",NA,NA,NA
"9_21","9","F*","heat",28,"0.299",1.03073e-05,0.088942848,0.0889531553
"9_21","9","F*","heat",35,"0.253",NA,NA,NA
"9_21","9","F*","heat",42,"0.145",0,0.008360206,0.008360206
"9_23","9","C*","cool",0,"0.487",0,0.163842497,0.163842497
"9_23","9","C*","cool",7,"0.431",NA,NA,NA
"9_23","9","C*","cool",14,"0.406",NA,NA,NA
"9_23","9","C*","cool",21,"0.312",NA,NA,NA
"9_23","9","C*","cool",28,"0.315",0,0.234176613,0.234176613
"9_23","9","C*","cool",35,"0.32",NA,NA,NA
"9_23","9","C*","cool",42,"0.283",2.84949e-05,2.862811861,2.8628403559
"9_23","9","C*","cool",49,"0.272",NA,NA,NA
"9_23","9","C*","cool",56,"0.235",NA,NA,NA
"9_23","9","C*","cool",63,"0.156",0.000311404,5.596823864,5.597135268
"9_25","9","B*","heat",0,"0.496",5.48955e-05,0.206058008,0.2061129035
"9_25","9","B*","heat",7,"0.519",NA,NA,NA
"9_25","9","B*","heat",14,"0.514",NA,NA,NA
"9_25","9","B*","heat",21,"0.414",NA,NA,NA
"9_25","9","B*","heat",28,"0.303",NA,NA,NA
"9_25","9","B*","heat",35,"0.16",NA,NA,NA
"9_25","9","B*","heat",42,"0",0,0.005905895,0.005905895
"9_26","9","D'","heat",0,"0.506",0.001461607,1.07834919,1.079810797
"9_26","9","D'","heat",7,"0.532",NA,NA,NA
"9_26","9","D'","heat",14,"0.52",NA,NA,NA
"9_26","9","D'","heat",21,"0.471",NA,NA,NA
"9_26","9","D'","heat",28,"0.409",5.73792e-05,0.205084629,0.2051420082
"9_26","9","D'","heat",35,"0.232",NA,NA,NA
"9_26","9","D'","heat",42,"0",5.02166e-06,0.003499646,0.00350466766
"9_28","9","F'","heat",0,"0.474",0.006114793,7.654841217,7.66095601
"9_28","9","F'","heat",7,"0.51",NA,NA,NA
"9_28","9","F'","heat",14,"0.494",NA,NA,NA
"9_28","9","F'","heat",21,"0.435",NA,NA,NA
"9_28","9","F'","heat",28,"0.279",5.72668e-05,0.879886492,0.8799437588
"9_28","9","F'","heat",35,"0.108",NA,NA,NA
"9_28","9","F'","heat",42,"0.154",0,0.034434285,0.034434285
"9_30","9","D*","heat",0,"0.524",NA,NA,NA
"9_30","9","D*","heat",7,"0.53",NA,NA,NA
"9_30","9","D*","heat",14,"0.469",NA,NA,NA
"9_30","9","D*","heat",21,"0.426",NA,NA,NA
"9_30","9","D*","heat",28,"0.323",1.76051e-05,0.133409718,0.1334273231
"9_30","9","D*","heat",35,"0.237",NA,NA,NA
"9_30","9","D*","heat",42,"0",5.24792e-06,0.00137342,0.00137866792
"9_6","9","D*","heat",0,"0.502",6.08361e-05,1.905364161,1.9054249971
"9_6","9","D*","heat",7,"0.538",NA,NA,NA
"9_6","9","D*","heat",14,"0.475",NA,NA,NA
"9_6","9","D*","heat",21,"0.422",NA,NA,NA
"9_6","9","D*","heat",28,"0.268",6.44836e-05,0.077355127,0.0774196106
"9_6","9","D*","heat",35,"0.274",NA,NA,NA
"9_6","9","D*","heat",42,"0.136",6.75112e-06,0.002051671,0.00205842212
"9_8","9","B*","heat",0,"0.533",0.000145642,0.608741197,0.608886839
"9_8","9","B*","heat",7,"0.554",NA,NA,NA
"9_8","9","B*","heat",14,"0.517",NA,NA,NA
"9_8","9","B*","heat",21,"0.48",NA,NA,NA
"9_8","9","B*","heat",28,"0.44",0,0.25690864,0.25690864
"9_8","9","B*","heat",35,"0.181",NA,NA,NA
"9_8","9","B*","heat",42,"0",2.9167e-05,0.002274508,0.002303675
"9_9","9","A*","cool",0,"0.515",0.089434613,1.796208892,1.885643505
"9_9","9","A*","cool",7,"0.487",NA,NA,NA
"9_9","9","A*","cool",14,"0.46",NA,NA,NA
"9_9","9","A*","cool",21,"0.41",NA,NA,NA
"9_9","9","A*","cool",28,"0.369",0.025002741,0.222301114,0.247303855
"9_9","9","A*","cool",35,"0.366",NA,NA,NA
"9_9","9","A*","cool",42,"0.372",0.077976393,1.916396587,1.99437298
"9_9","9","A*","cool",49,"0.327",NA,NA,NA
"9_9","9","A*","cool",56,"0.238",NA,NA,NA
"9_9","9","A*","cool",63,"0.282",NA,NA,NA
"1_22","1","E*","cool",0,"0.443",NA,NA,NA
"1_22","1","E*","cool",7,"0.443",NA,NA,NA
"1_22","1","E*","cool",14,"0.43",NA,NA,NA
"1_22","1","E*","cool",21,"0.409",NA,NA,NA
"1_22","1","E*","cool",28,"0.331",NA,NA,NA
"1_22","1","E*","cool",35,"0.38",NA,NA,NA
"1_22","1","E*","cool",42,"0.329",NA,NA,NA
"1_22","1","E*","cool",49,"0.237",NA,NA,NA
"1_22","1","E*","cool",56,"0.223",NA,NA,NA
"1_22","1","E*","cool",63,"0.114",NA,NA,NA
"3_10","3","C*","cool",0,"0.434",NA,NA,NA
"3_10","3","C*","cool",7,"0.418",NA,NA,NA
"3_10","3","C*","cool",14,"0.427",NA,NA,NA
"3_10","3","C*","cool",21,"0.385",NA,NA,NA
"3_10","3","C*","cool",28,"0.332",NA,NA,NA
"3_10","3","C*","cool",35,"0.287",NA,NA,NA
"3_10","3","C*","cool",42,"0.323",NA,NA,NA
"3_10","3","C*","cool",49,"0.258",NA,NA,NA
"3_10","3","C*","cool",56,"0.197",NA,NA,NA
"3_10","3","C*","cool",63,"0.106",NA,NA,NA
"3_6","3","A'","cool",0,"0.508",NA,NA,NA
"3_6","3","A'","cool",7,"0.51",NA,NA,NA
"3_6","3","A'","cool",14,"0.501",NA,NA,NA
"3_6","3","A'","cool",21,"0.46",NA,NA,NA
"3_6","3","A'","cool",28,"0.438",NA,NA,NA
"3_6","3","A'","cool",35,"0.46",NA,NA,NA
"3_6","3","A'","cool",42,"0.431",NA,NA,NA
"3_6","3","A'","cool",49,"0.369",NA,NA,NA
"3_6","3","A'","cool",56,"0.243",NA,NA,NA
"3_6","3","A'","cool",63,"0.278",NA,NA,NA
"6_5","6","E*","cool",0,"0.509",NA,NA,NA
"6_5","6","E*","cool",7,"0.461",NA,NA,NA
"6_5","6","E*","cool",14,"0.447",NA,NA,NA
"6_5","6","E*","cool",21,"0.403",NA,NA,NA
"6_5","6","E*","cool",28,"0.358",NA,NA,NA
"6_5","6","E*","cool",35,"0.402",NA,NA,NA
"6_5","6","E*","cool",42,"0.356",NA,NA,NA
"6_5","6","E*","cool",49,"0.271",NA,NA,NA
"6_5","6","E*","cool",56,"0.239",NA,NA,NA
"6_5","6","E*","cool",63,"0.183",NA,NA,NA
"6_7","6","E*","cool",0,"0.524",NA,NA,NA
"6_7","6","E*","cool",7,"0.468",NA,NA,NA
"6_7","6","E*","cool",14,"0.441",NA,NA,NA
"6_7","6","E*","cool",21,"0.361",NA,NA,NA
"6_7","6","E*","cool",28,"0.344",NA,NA,NA
"6_7","6","E*","cool",35,"0.36",NA,NA,NA
"6_7","6","E*","cool",42,"0.275",NA,NA,NA
"6_7","6","E*","cool",49,"0.288",NA,NA,NA
"6_7","6","E*","cool",56,"0.206",NA,NA,NA
"6_7","6","E*","cool",63,"0.126",NA,NA,NA
"7_1","7","E*","cool",0,"0.501",NA,NA,NA
"7_1","7","E*","cool",7,"0.48",NA,NA,NA
"7_1","7","E*","cool",14,"0.479",NA,NA,NA
"7_1","7","E*","cool",21,"0.399",NA,NA,NA
"7_1","7","E*","cool",28,"0.376",NA,NA,NA
"7_1","7","E*","cool",35,"0.418",NA,NA,NA
"7_1","7","E*","cool",42,"0.316",NA,NA,NA
"7_1","7","E*","cool",49,"0.271",NA,NA,NA
"7_1","7","E*","cool",56,"0.211",NA,NA,NA
"7_1","7","E*","cool",63,"0.197",NA,NA,NA
"8_18","8","E*","cool",0,"0.515",NA,NA,NA
"8_18","8","E*","cool",7,"0.484",NA,NA,NA
"8_18","8","E*","cool",14,"0.473",NA,NA,NA
"8_18","8","E*","cool",21,"0.395",NA,NA,NA
"8_18","8","E*","cool",28,"0.394",NA,NA,NA
"8_18","8","E*","cool",35,"0.399",NA,NA,NA
"8_18","8","E*","cool",42,"0.37",NA,NA,NA
"8_18","8","E*","cool",49,"0.341",NA,NA,NA
"8_18","8","E*","cool",56,"0.24",NA,NA,NA
"8_18","8","E*","cool",63,"0.134",NA,NA,NA
"8_23","8","E*","cool",0,"0.505",NA,NA,NA
"8_23","8","E*","cool",7,"0.491",NA,NA,NA
"8_23","8","E*","cool",14,"0.462",NA,NA,NA
"8_23","8","E*","cool",21,"0.418",NA,NA,NA
"8_23","8","E*","cool",28,"0.376",NA,NA,NA
"8_23","8","E*","cool",35,"0.417",NA,NA,NA
"8_23","8","E*","cool",42,"0.344",NA,NA,NA
"8_23","8","E*","cool",49,"0.271",NA,NA,NA
"8_23","8","E*","cool",56,"0.213",NA,NA,NA
"8_23","8","E*","cool",63,"0.182",NA,NA,NA
"9_3","9","E*","cool",0,"0.486",NA,NA,NA
"9_3","9","E*","cool",7,"0.445",NA,NA,NA
"9_3","9","E*","cool",14,"0.434",NA,NA,NA
"9_3","9","E*","cool",21,"0.347",NA,NA,NA
"9_3","9","E*","cool",28,"0.338",NA,NA,NA
"9_3","9","E*","cool",35,"0.399",NA,NA,NA
"9_3","9","E*","cool",42,"0.309",NA,NA,NA
"9_3","9","E*","cool",49,"0.255",NA,NA,NA
"9_3","9","E*","cool",56,"0.195",NA,NA,NA
"9_3","9","E*","cool",63,"0.156",NA,NA,NA
